Order_Number,Supplier,Order_Date,Received_At,items_received,total_cost,freight,payment_fees
7507404848,EWT Cub,2024-12-20,2024-12-20 19:51:00.0000000,6720,13816.18,0.00,0.00
93834595,Lion Beer Spirits & Wine Pty Ltd,2024-12-20,2024-12-20 14:23:00.0000000,5,2442.99,0.00,0.00
93834596,Lion Beer Spirits & Wine Pty Ltd,2024-12-20,2024-12-20 14:23:00.0000000,5,2442.99,0.00,0.00
0067,Drinks House,2024-12-19,2025-01-20 12:14:00.0000000,2160,3910.50,0.00,0.00
235641893,Coca Cola Amatil Pty Ltd,2024-12-19,2024-12-19 20:20:00.0000000,240,491.67,0.00,0.00
31882,Heron Beverages,2024-12-19,2024-12-19 18:24:00.0000000,360,1601.40,0.00,0.00
31882A,Heron Beverages,2024-12-19,NULL,360,-385.60,0.00,0.00
4179596,Paramount Liquor,2024-12-19,2024-12-18 19:28:00.0000000,1416,3903.09,0.00,0.00
71567 p2,Hellenic Wine & Spirits,2024-12-19,2024-12-19 20:43:00.0000000,4032,8736.00,0.00,0.00
71710,Hellenic Wine & Spirits,2024-12-19,2024-12-19 20:44:00.0000000,864,1872.00,0.00,0.00
7507401425,EWT Cub,2024-12-19,2024-12-19 18:17:00.0000000,20400,42314.00,0.00,0.00
7507401741,EWT Cub,2024-12-19,2024-12-19 18:15:00.0000000,34560,145353.60,0.00,0.00
7507401839,LaraCUB,2024-12-19,2024-12-19 18:21:00.0000000,25272,46795.32,0.00,0.00
CA126,Michael Jones,2024-12-19,2024-12-19 20:04:00.0000000,200,1000.00,0.00,0.00
NULL,1. HO Liquor West - Wholesale,2024-12-18,2024-12-18 21:38:00.0000000,780,698.30,0.00,0.00
20ACEX,Liquor West,2024-12-18,2024-12-18 13:01:00.0000000,1734,2093.00,0.00,0.00
3577270,Arctic Ice,2024-12-18,2024-12-18 21:03:00.0000000,62,143.22,0.00,0.00
44156,Australian Liquor Market (ALM),2024-12-18,2024-12-20 13:58:00.0000000,36360,67982.92,0.00,0.00
7507394284,CUB,2024-12-18,2024-12-18 14:45:00.0000000,2,577.51,9.81,0.00
7507395372,CUB,2024-12-18,2024-12-18 14:31:00.0000000,3,824.43,19.00,0.00
7507396857,LaraCUB,2024-12-18,2024-12-19 13:39:00.0000000,9504,18141.24,0.00,0.00
7507396859,LaraCUB,2024-12-18,2024-12-19 14:14:00.0000000,2880,5553.60,0.00,0.00
7507397199,EWT Cub,2024-12-18,2024-12-18 18:57:00.0000000,12000,22195.46,0.00,0.00
7507397655,LaraCUB,2024-12-18,2024-12-18 21:14:00.0000000,18720,36478.93,0.00,0.00
97BEJN,Liquor West,2024-12-18,2024-12-20 20:09:00.0000000,1332,1626.40,0.00,0.00
IV241209,TLGI Pty Ltd,2024-12-18,2024-12-23 18:03:00.0000000,2880,6600.00,0.00,0.00
offset cash,Nicholas Cash,2024-12-18,2024-12-18 15:33:00.0000000,1,4350.00,0.00,0.00
TKYGCA,Liquor West,2024-12-18,2024-12-20 11:04:00.0000000,752,803.00,0.00,0.00
NULL,Meditrina Trust,2024-12-17,2024-12-18 12:18:00.0000000,17760,39960.00,0.00,0.00
NULL,Meditrina Trust,2024-12-17,2024-12-18 12:19:00.0000000,1536,3200.00,0.00,0.00
19,I Like Wine,2024-12-17,2024-12-19 12:35:00.0000000,1536,29184.00,0.00,0.00
2341994,Penfolds Wine Australia,2024-12-17,NULL,24,NULL,0.00,0.00
2341994,Penfolds Wine Australia,2024-12-17,2024-12-18 14:02:00.0000000,24,6192.52,0.00,0.00
235617455,Coca Cola Amatil,2024-12-17,2024-12-18 18:50:00.0000000,224,470.57,0.00,0.00
31882,Heron Beverages,2024-12-17,2024-12-19 21:34:00.0000000,360,1564.32,0.00,0.00
3N3TIV,Liquor West,2024-12-17,2024-12-17 16:46:00.0000000,1693,2094.31,0.00,0.00
42904,Australian Liquor Market (ALM),2024-12-17,2024-12-19 18:22:00.0000000,72,0.17,0.00,0.00
42905,Australian Liquor Market (ALM),2024-12-17,2024-12-19 18:27:00.0000000,670,3528.90,0.00,0.00
42906,Australian Liquor Market (ALM),2024-12-17,2024-12-19 18:28:00.0000000,90,161.62,0.00,0.00
42907,Australian Liquor Market (ALM),2024-12-17,2024-12-19 18:28:00.0000000,42,557.96,0.00,0.00
42908,Australian Liquor Market (ALM),2024-12-17,2024-12-19 18:29:00.0000000,12,738.01,0.00,0.00
43289,Australian Liquor Market (ALM),2024-12-17,2024-12-18 19:00:00.0000000,6180,17925.56,0.00,0.00
43356,Australian Liquor Market (ALM),2024-12-17,2024-12-18 12:41:00.0000000,2803,21043.67,0.00,0.00
44558,SinghAus Beverage Solutions,2024-12-17,2024-12-17 14:59:00.0000000,1560,3737.50,0.00,0.00
69644,Geo Sang Global Pty Ltd,2024-12-17,2024-12-18 18:50:00.0000000,273,1672.00,0.00,0.00
7507392334,LaraCUB,2024-12-17,2024-12-17 19:54:00.0000000,26400,52605.22,0.00,0.00
7507392842,CUB,2024-12-17,2024-12-18 14:42:00.0000000,3,1002.88,19.62,0.00
8671,BERETTA'S LIQUOR AUSTRALIA,2024-12-17,2024-12-18 14:48:00.0000000,10992,30670.00,0.00,0.00
EKDD05,CUB Pty Ltd,2024-12-17,2024-12-17 22:10:00.0000000,2,0.00,0.00,0.00
NULL,1. HO Liquor West - Wholesale,2024-12-16,2024-12-17 18:37:00.0000000,1059,1129.32,0.00,0.00
NULL,Coca Cola Europacific Partners,2024-12-16,2024-12-16 18:08:00.0000000,132,337.58,0.00,0.00
0R8J5T,Tru Cellars,2024-12-16,2024-12-16 12:28:00.0000000,12720,515880.00,0.00,0.00
155707,Tobacco Station East Keilor,2024-12-16,2024-12-23 13:45:00.0000000,103,5396.20,0.00,0.00
235606870,Coca Cola Europacific Partners,2024-12-16,2024-12-16 17:53:00.0000000,104,262.21,0.00,0.00
25,I Like Wine,2024-12-16,2024-12-18 12:46:00.0000000,60,1020.00,0.00,0.00
40415,Zedotron Imports Pty Ltd,2024-12-16,2024-12-17 12:23:00.0000000,24192,54432.00,0.00,0.00
42080,Australian Liquor Market (ALM),2024-12-16,2024-12-16 16:08:00.0000000,480,1818.42,0.00,0.00
42081,Australian Liquor Market (ALM),2024-12-16,2024-12-16 16:08:00.0000000,2600,11203.04,0.00,0.00
42125,Australian Liquor Market (ALM),2024-12-16,2024-12-18 19:11:00.0000000,1924,9097.63,0.00,0.00
7507387907,LaraCUB,2024-12-16,2024-12-16 18:14:00.0000000,11232,21361.04,0.00,0.00
7507387908,EWT Cub,2024-12-16,2024-12-16 17:56:00.0000000,7488,15358.73,0.00,0.00
7507392019,LaraCUB,2024-12-16,2024-12-17 17:58:00.0000000,34800,65310.44,0.00,0.00
93820573,Lion Beer Spirits & Wine Pty Ltd,2024-12-16,2024-12-16 17:47:00.0000000,3,1475.25,0.00,0.00
cash,BERETTA'S LIQUOR AUSTRALIA,2024-12-16,2024-12-17 13:10:00.0000000,37800,56700.00,0.00,0.00
OIIAK4,Liquor West,2024-12-16,2024-12-17 22:32:00.0000000,1350,1630.00,0.00,0.00
155678,Tobacco Station East Keilor,2024-12-14,2024-12-16 17:46:00.0000000,102,4523.45,0.00,0.00
131224/ UD0CJZ,Crown Geo,2024-12-13,2024-12-16 14:25:00.0000000,240,4655.00,0.00,0.00
21,I Like Wine,2024-12-13,2024-12-13 17:52:00.0000000,120,2040.00,0.00,0.00
22,I Like Wine,2024-12-13,2024-12-13 17:52:00.0000000,240,4080.00,0.00,0.00
41269,Australian Liquor Market (ALM),2024-12-13,2024-12-17 14:55:00.0000000,768,4368.84,0.00,0.00
41270,Australian Liquor Market (ALM),2024-12-13,2024-12-17 14:55:00.0000000,6,528.58,0.00,0.00
41271,Australian Liquor Market (ALM),2024-12-13,2024-12-17 14:54:00.0000000,12,758.17,0.00,0.00
41272,Australian Liquor Market (ALM),2024-12-13,2024-12-17 14:53:00.0000000,1350,4330.02,0.00,0.00
41273,Australian Liquor Market (ALM),2024-12-13,2024-12-17 14:53:00.0000000,2700,11844.24,0.00,0.00
41274,Australian Liquor Market (ALM),2024-12-13,2024-12-17 14:56:00.0000000,576,8560.74,0.00,0.00
41428,Australian Liquor Market (ALM),2024-12-13,2025-01-02 16:55:00.0000000,78,194.24,0.00,0.00
41601,Australian Liquor Market (ALM),2024-12-13,2024-12-13 18:39:00.0000000,3089,20003.30,0.00,0.00
41602,Australian Liquor Market (ALM),2024-12-13,2024-12-13 18:40:00.0000000,72,0.38,0.00,0.00
41603,Australian Liquor Market (ALM),2024-12-13,2024-12-13 14:04:00.0000000,1152,5688.73,0.00,0.00
71567 p1,Hellenic Wine & Spirits,2024-12-13,2024-12-13 18:18:00.0000000,6048,13104.00,0.00,0.00
7507384533,LaraCUB,2024-12-13,2024-12-13 18:13:00.0000000,23400,44237.18,0.00,0.00
7507384758,LaraCUB,2024-12-13,2024-12-13 17:55:00.0000000,14400,27420.00,0.00,0.00
7507384775,LaraCUB,2024-12-13,2024-12-13 17:51:00.0000000,14400,27420.00,0.00,0.00
Moet chandon brut,Hellenic Wine & Spirits,2024-12-13,2024-12-13 17:38:00.0000000,576,27936.00,0.00,0.00
NULL,Australian Liquor Market (ALM),2024-12-12,2024-12-12 13:25:00.0000000,13,0.00,0.00,0.00
0XEXP2,Liquor West,2024-12-12,2024-12-12 12:12:00.0000000,840,1330.00,0.00,0.00
1212,Costco Australia,2024-12-12,2024-12-13 17:42:00.0000000,576,1055.04,0.00,0.00
3574045,Arctic Ice,2024-12-12,2024-12-24 12:50:00.0000000,32,73.92,0.00,0.00
3574047,Arctic Ice,2024-12-12,2024-12-12 18:20:00.0000000,83,191.73,0.00,0.00
7507382171,LaraCUB,2024-12-12,2024-12-12 19:48:00.0000000,16800,33809.73,0.00,0.00
7507382221,LaraCUB,2024-12-12,2024-12-12 19:35:00.0000000,18720,34639.34,0.00,0.00
BVZSHS,Liquor West,2024-12-12,2024-12-12 19:25:00.0000000,2808,4380.86,0.00,0.00
FLFV4W,Andrew,2024-12-12,2024-12-12 10:41:00.0000000,13776,16075.00,0.00,0.00
offset cash,I Like Wine,2024-12-12,2024-12-12 12:20:00.0000000,768,13824.00,0.00,0.00
3572870,Arctic Ice,2024-12-11,2024-12-11 18:16:00.0000000,155,392.15,0.00,0.00
39436,Australian Liquor Market (ALM),2024-12-11,2024-12-11 20:44:00.0000000,2002,8898.23,0.00,0.00
39437,Australian Liquor Market (ALM),2024-12-11,2024-12-11 20:11:00.0000000,6,397.28,0.00,0.00
39438,Australian Liquor Market (ALM),2024-12-11,2024-12-11 20:10:00.0000000,6,445.39,0.00,0.00
39439,Australian Liquor Market (ALM),2024-12-11,2024-12-11 20:07:00.0000000,12,1.10,0.00,0.00
7507377930,LaraCUB,2024-12-11,2024-12-11 18:59:00.0000000,16800,33809.73,0.00,0.00
7507378305,LaraCUB,2024-12-11,2024-12-11 19:06:00.0000000,24000,47406.60,0.00,0.00
155652,Tobacco Station East Keilor,2024-12-10,2024-12-16 14:28:00.0000000,144,3580.51,0.00,0.00
235579930,Coca Cola Amatil Pty Ltd,2024-12-10,2024-12-12 18:15:00.0000000,178,562.98,0.00,0.00
270,FATV Jerky,2024-12-10,2024-12-11 18:41:00.0000000,24,92.40,0.00,0.00
38230,Australian Liquor Market (ALM),2024-12-10,2024-12-11 18:52:00.0000000,6744,33036.53,0.00,0.00
38231,Australian Liquor Market (ALM),2024-12-10,2024-12-11 18:36:00.0000000,6,396.72,0.00,0.00
38232,Australian Liquor Market (ALM),2024-12-10,2024-12-11 18:32:00.0000000,6,444.34,0.00,0.00
38233,Australian Liquor Market (ALM),2024-12-10,2024-12-11 18:28:00.0000000,12,0.04,0.00,0.00
38250,Australian Liquor Market (ALM),2024-12-10,2024-12-10 21:00:00.0000000,991,8371.57,0.00,0.00
38251,Australian Liquor Market (ALM),2024-12-10,2024-12-10 21:00:00.0000000,100,0.04,0.00,0.00
38252,Australian Liquor Market (ALM),2024-12-10,2024-12-10 21:03:00.0000000,300,1301.30,0.00,0.00
38253,Australian Liquor Market (ALM),2024-12-10,2024-12-10 21:06:00.0000000,279,427.22,0.00,0.00
38254,Australian Liquor Market (ALM),2024-12-10,2024-12-10 21:06:00.0000000,896,408.45,0.00,0.00
38255,Australian Liquor Market (ALM),2024-12-10,2024-12-10 21:06:00.0000000,72,0.17,0.00,0.00
38256,Australian Liquor Market (ALM),2024-12-10,2024-12-10 21:06:00.0000000,30,2010.95,0.00,0.00
69468,Geo Sang Global Pty Ltd,2024-12-10,2024-12-10 18:58:00.0000000,540,2574.00,0.00,0.00
701898,Accredited Distributors Pty Ltd (Snack),2024-12-10,2024-12-10 20:44:00.0000000,216,317.73,4.34,0.00
offset cash,Nicholas Cash,2024-12-10,2024-12-10 14:52:00.0000000,1,4350.00,0.00,0.00
RKX0BT,Liquor West,2024-12-10,2024-12-10 22:48:00.0000000,2808,4446.00,0.00,0.00
NULL,1. HO Liquor West - Wholesale,2024-12-09,2024-12-09 17:57:00.0000000,1329,1528.59,0.00,0.00
NULL,1. HO Liquor West - Wholesale,2024-12-09,2024-12-09 18:03:00.0000000,332,303.72,0.00,0.00
NULL,Liquor West,2024-12-09,2024-12-09 15:21:00.0000000,1859,1208.35,0.00,0.00
07,I Like Wine,2024-12-09,2024-12-09 13:34:00.0000000,120,2400.00,0.00,0.00
37312,Australian Liquor Market (ALM),2024-12-09,2024-12-11 14:57:00.0000000,12,96.31,0.00,0.00
37313,Australian Liquor Market (ALM),2024-12-09,2024-12-11 14:58:00.0000000,6,396.72,0.00,0.00
37314,Australian Liquor Market (ALM),2024-12-09,2024-12-11 14:59:00.0000000,72,0.17,0.00,0.00
37315,Australian Liquor Market (ALM),2024-12-09,2024-12-10 18:00:00.0000000,2700,12571.32,0.00,0.00
37316,Australian Liquor Market (ALM),2024-12-09,2024-12-10 18:01:00.0000000,60,0.18,0.00,0.00
37317,Australian Liquor Market (ALM),2024-12-09,2024-12-11 15:02:00.0000000,828,3076.19,0.00,0.00
37318,Australian Liquor Market (ALM),2024-12-09,2024-12-10 17:57:00.0000000,3744,7473.56,0.00,0.00
37319,Australian Liquor Market (ALM),2024-12-09,2024-12-11 15:02:00.0000000,6,399.83,0.00,0.00
37320,Australian Liquor Market (ALM),2024-12-09,2024-12-11 15:03:00.0000000,3,311.31,0.00,0.00
37321,Australian Liquor Market (ALM),2024-12-09,2024-12-11 15:03:00.0000000,84,230.64,0.00,0.00
37322,Australian Liquor Market (ALM),2024-12-09,2024-12-11 15:04:00.0000000,24,72.76,0.00,0.00
37323,Australian Liquor Market (ALM),2024-12-09,2024-12-11 15:04:00.0000000,6,309.44,0.00,0.00
37324,Australian Liquor Market (ALM),2024-12-09,2024-12-11 15:05:00.0000000,24,123.20,0.00,0.00
37325,Australian Liquor Market (ALM),2024-12-09,2024-12-11 15:07:00.0000000,54,285.96,0.00,0.00
37326,Australian Liquor Market (ALM),2024-12-09,2024-12-11 15:11:00.0000000,6,444.34,0.00,0.00
37327,Australian Liquor Market (ALM),2024-12-09,2024-12-11 15:14:00.0000000,12,0.04,0.00,0.00
486283,ACCOLADE WINES AUSTRALIA LIMITED,2024-12-09,2024-12-11 15:44:00.0000000,660,8512.35,0.00,0.00
7507366920,CUB,2024-12-09,2024-12-09 18:18:00.0000000,2,434.57,11.00,0.00
7507367875,CUB,2024-12-09,2024-12-09 17:54:00.0000000,3,830.24,22.00,0.00
BSE0AV,Liquor West,2024-12-09,2024-12-09 14:21:00.0000000,762,1000.90,0.00,0.00
CI4BR7,Liquor West,2024-12-09,2024-12-09 15:59:00.0000000,612,931.00,0.00,0.00
JKI62,3099 Jerky,2024-12-09,2024-12-09 13:40:00.0000000,1300,6315.00,0.00,0.00
0000391741,Accredited Distributors Pty Ltd (Snack),2024-12-06,2024-12-06 19:01:00.0000000,118,231.71,0.00,0.00
0293,Weathertop Wines Pty Ltd,2024-12-06,2024-12-12 18:41:00.0000000,48,702.41,0.00,0.00
270,Australian Liquor Market (ALM),2024-12-06,2024-12-06 17:54:00.0000000,36,595.98,0.00,0.00
29977,Bright Brewery Australia,2024-12-06,2024-12-06 15:12:00.0000000,56,341.00,0.00,0.00
3571356,Arctic Ice,2024-12-06,2024-12-06 20:22:00.0000000,110,254.10,0.00,0.00
36219,Australian Liquor Market (ALM),2024-12-06,2024-12-06 15:14:00.0000000,2216,4535.79,0.00,0.00
36222,Australian Liquor Market (ALM),2024-12-06,2024-12-06 17:43:00.0000000,1733,11600.10,0.00,0.00
634B57,Andrew,2024-12-06,2024-12-13 18:11:00.0000000,1742,3000.00,0.00,0.00
7507366219,LaraCUB,2024-12-06,2024-12-06 19:26:00.0000000,18720,34632.00,0.00,0.00
88774,Hop Nation Brewing Co,2024-12-06,2024-12-06 15:09:00.0000000,160,676.50,0.00,0.00
9580322,Samuel Smith And Son,2024-12-06,2024-12-06 12:37:00.0000000,24,200.65,0.00,0.00
R0XJD7,Tru Cellars,2024-12-06,2024-12-06 23:00:00.0000000,11321,531556.00,0.00,0.00
NULL,Costco Australia,2024-12-05,2024-12-09 13:37:00.0000000,936,26971.44,0.00,0.00
155626,Tobacco Station East Keilor,2024-12-05,2024-12-09 13:58:00.0000000,103,4454.25,0.00,0.00
235519535-536,Coca Cola Amatil Pty Ltd,2024-12-05,2024-12-06 15:55:00.0000000,496,1386.02,0.00,0.00
34968,Australian Liquor Market (ALM),2024-12-05,2024-12-06 15:09:00.0000000,27000,51549.74,0.00,0.00
35614,Australian Liquor Market (ALM),2024-12-05,2024-12-06 15:08:00.0000000,31824,57183.68,0.00,0.00
35615,Australian Liquor Market (ALM),2024-12-05,2024-12-10 21:07:00.0000000,50544,90821.13,0.00,0.00
35796,Australian Liquor Market (ALM),2024-12-05,2024-12-11 11:56:00.0000000,23548,81878.93,0.00,0.00
35797,Australian Liquor Market (ALM),2024-12-05,2024-12-11 12:08:00.0000000,72,0.17,0.00,0.00
35798,Australian Liquor Market (ALM),2024-12-05,2024-12-11 12:08:00.0000000,336,171.70,0.00,0.00
35799,Australian Liquor Market (ALM),2024-12-05,2024-12-10 18:03:00.0000000,6120,32752.08,0.00,0.00
35800,Australian Liquor Market (ALM),2024-12-05,2024-12-11 11:55:00.0000000,2412,20048.92,0.00,0.00
5WDYQD,Liquor West,2024-12-05,2024-12-05 15:26:00.0000000,120,116.00,0.00,0.00
701413,Accredited Distributors Pty Ltd (Snack),2024-12-05,2024-12-11 15:56:00.0000000,84,201.66,0.00,0.00
7507362723,CUB,2024-12-05,2024-12-05 18:34:00.0000000,4,1209.17,29.00,0.00
0000391408,Accredited Distributors Pty Ltd (Snack),2024-12-04,2024-12-04 19:41:00.0000000,185,414.69,0.00,0.00
0270301504,Moet Hennessy Australia,2024-12-04,2024-12-05 18:35:00.0000000,240,24846.36,0.00,0.00
041224/ 8VD9W7,Crown Geo,2024-12-04,2024-12-04 20:28:00.0000000,84,1750.00,0.00,0.00
270299642,Moet Hennessy Australia,2024-12-04,2024-12-04 15:56:00.0000000,240,42038.04,0.00,0.00
34080,Australian Liquor Market (ALM),2024-12-04,2024-12-04 14:59:00.0000000,12,356.15,0.00,0.00
34081,Australian Liquor Market (ALM),2024-12-04,2024-12-04 15:10:00.0000000,84,574.00,0.00,0.00
34082,Australian Liquor Market (ALM),2024-12-04,2024-12-04 15:15:00.0000000,24,234.20,0.00,0.00
34083,Australian Liquor Market (ALM),2024-12-04,2024-12-04 15:17:00.0000000,36,0.29,0.00,0.00
34084,Australian Liquor Market (ALM),2024-12-04,2024-12-04 15:17:00.0000000,1,0.01,0.00,0.00
34085,Australian Liquor Market (ALM),2024-12-04,2024-12-11 18:21:00.0000000,168,1743.49,0.00,0.00
34287,Australian Liquor Market (ALM),2024-12-04,2024-12-04 19:08:00.0000000,1688,6321.27,0.00,0.00
34288,Australian Liquor Market (ALM),2024-12-04,2024-12-04 19:10:00.0000000,362,2772.53,0.00,0.00
34289,Australian Liquor Market (ALM),2024-12-04,2024-12-04 19:11:00.0000000,12,1.19,0.00,0.00
7507356690,CUB,2024-12-04,2024-12-04 14:25:00.0000000,3,806.01,19.00,0.00
7507357130,CUB,2024-12-04,2024-12-04 12:58:00.0000000,2,577.51,9.00,0.00
8542,BERETTA'S LIQUOR AUSTRALIA,2024-12-04,2024-12-12 12:58:00.0000000,12960,26460.00,0.00,0.00
V14783,Launch Liquor,2024-12-04,2024-12-05 19:28:00.0000000,1872,6552.00,0.00,0.00
235498954,Coca Cola Amatil,2024-12-03,2024-12-04 20:36:00.0000000,352,889.76,0.00,0.00
235498955,Coca Cola Amatil,2024-12-03,2024-12-04 20:45:00.0000000,184,437.44,0.00,0.00
31668,Heron Beverages,2024-12-03,2024-12-11 17:50:00.0000000,480,2233.00,0.00,0.00
31668A,Heron Beverages,2024-12-03,NULL,480,NULL,0.00,0.00
31668A,Heron Beverages,2024-12-03,2024-12-11 15:41:00.0000000,480,2030.00,0.00,0.00
33211,Australian Liquor Market (ALM),2024-12-03,2024-12-04 18:51:00.0000000,4900,30804.71,0.00,0.00
33212,Australian Liquor Market (ALM),2024-12-03,2024-12-04 18:12:00.0000000,90,2655.09,0.00,0.00
33213,Australian Liquor Market (ALM),2024-12-03,2024-12-04 18:10:00.0000000,12,0.11,0.00,0.00
33300,Australian Liquor Market (ALM),2024-12-03,2024-12-04 13:51:00.0000000,800,88.81,0.00,0.00
33301,Australian Liquor Market (ALM),2024-12-03,2024-12-04 13:52:00.0000000,150,603.72,0.00,0.00
33302,Australian Liquor Market (ALM),2024-12-03,2024-12-04 14:28:00.0000000,986,804.10,0.00,0.00
33303,Australian Liquor Market (ALM),2024-12-03,2024-12-04 14:29:00.0000000,8,94.64,0.00,0.00
33304,Australian Liquor Market (ALM),2024-12-03,2024-12-04 14:31:00.0000000,1035,5552.82,0.00,0.00
33305,Australian Liquor Market (ALM),2024-12-03,2024-12-04 14:32:00.0000000,60,183.91,0.00,0.00
33306,Australian Liquor Market (ALM),2024-12-03,2024-12-04 14:36:00.0000000,24,133.90,0.00,0.00
33307,Australian Liquor Market (ALM),2024-12-03,2024-12-04 14:37:00.0000000,72,0.17,0.00,0.00
33308,Australian Liquor Market (ALM),2024-12-03,2024-12-04 14:38:00.0000000,96,165.94,0.00,0.00
33309,Australian Liquor Market (ALM),2024-12-03,2024-12-04 14:38:00.0000000,120,278.91,0.00,0.00
33310,Australian Liquor Market (ALM),2024-12-03,2024-12-04 14:39:00.0000000,6,35.09,0.00,0.00
33311,Australian Liquor Market (ALM),2024-12-03,2024-12-04 14:39:00.0000000,12,772.04,0.00,0.00
33312,Australian Liquor Market (ALM),2024-12-03,2024-12-04 14:46:00.0000000,6,471.47,0.00,0.00
33313,Australian Liquor Market (ALM),2024-12-03,2024-12-04 14:47:00.0000000,30,491.97,0.00,0.00
33314,Australian Liquor Market (ALM),2024-12-03,2024-12-04 14:47:00.0000000,12,190.00,0.00,0.00
33315,Australian Liquor Market (ALM),2024-12-03,2024-12-04 14:48:00.0000000,2388,210194.49,0.00,0.00
33316,Australian Liquor Market (ALM),2024-12-03,2024-12-04 14:48:00.0000000,78,0.86,0.00,0.00
33317,Australian Liquor Market (ALM),2024-12-03,2024-12-04 14:48:00.0000000,18,214.26,0.00,0.00
33318,Australian Liquor Market (ALM),2024-12-03,2024-12-04 14:49:00.0000000,6,70.18,0.00,0.00
33319,Australian Liquor Market (ALM),2024-12-03,2024-12-04 14:49:00.0000000,12,142.84,0.00,0.00
33320,Australian Liquor Market (ALM),2024-12-03,2024-12-04 14:49:00.0000000,96,411.28,0.00,0.00
33321,Australian Liquor Market (ALM),2024-12-03,2024-12-04 14:50:00.0000000,6,242.51,0.00,0.00
33322,Australian Liquor Market (ALM),2024-12-03,2024-12-04 14:50:00.0000000,18,963.19,0.00,0.00
701427 - 700251,Accredited Distributors Pty Ltd (Snack),2024-12-03,2024-12-04 20:47:00.0000000,98,252.10,0.00,0.00
7507354410,LaraCUB,2024-12-03,2024-12-03 15:30:00.0000000,18720,34632.00,0.00,0.00
7507355041,LaraCUB,2024-12-03,2024-12-03 18:59:00.0000000,18720,36478.96,0.00,0.00
7507355170,LaraCUB,2024-12-03,2024-12-03 19:00:00.0000000,16800,33809.72,0.00,0.00
7507363684,EWT Cub,2024-12-03,2024-12-05 17:38:00.0000000,9360,18045.30,0.00,0.00
7507363685,LaraCUB,2024-12-03,2024-12-05 17:28:00.0000000,12000,23383.95,0.00,0.00
8468,BERETTA'S LIQUOR AUSTRALIA,2024-12-03,2024-12-03 12:33:00.0000000,62820,132802.50,0.00,0.00
99,I Like Wine,2024-12-03,2024-12-04 20:09:00.0000000,24,576.00,0.00,0.00
9H5R75,Andrew,2024-12-03,2024-12-03 16:33:00.0000000,16992,22200.00,0.00,0.00
MVF4P5,Andrew,2024-12-03,2024-12-03 16:37:00.0000000,9528,12980.00,0.00,0.00
SO073191,SPIRITS PLATFORM,2024-12-03,2024-12-03 16:07:00.0000000,30,5234.11,0.00,0.00
155625,Tobacco Station East Keilor,2024-12-02,2024-12-09 13:08:00.0000000,165,3232.14,0.00,0.00
235483839,Coca Cola Europacific Partners,2024-12-02,2024-12-02 13:33:00.0000000,116,315.64,0.00,0.00
235519522,Coca Cola Amatil Pty Ltd,2024-12-02,2024-12-06 14:38:00.0000000,152,427.45,0.00,0.00
274058,Mayfair Wholesale Liquor,2024-12-02,2024-12-02 17:57:00.0000000,2400,10400.00,0.00,0.00
31578,Australian Liquor Market (ALM),2024-12-02,2024-12-04 13:43:00.0000000,1050,0.07,0.00,0.00
31579,Australian Liquor Market (ALM),2024-12-02,2024-12-04 13:44:00.0000000,372,94231.88,0.00,0.00
31580,Australian Liquor Market (ALM),2024-12-02,2024-12-04 13:46:00.0000000,960,11002.34,0.00,0.00
31581,Australian Liquor Market (ALM),2024-12-02,2024-12-04 13:46:00.0000000,60,0.56,0.00,0.00
31582,Australian Liquor Market (ALM),2024-12-02,2024-12-04 13:47:00.0000000,54,2832.53,0.00,0.00
31583,Australian Liquor Market (ALM),2024-12-02,2024-12-04 13:48:00.0000000,28,0.12,0.00,0.00
32019,Australian Liquor Market (ALM),2024-12-02,2024-12-06 15:20:00.0000000,1184,3716.08,0.00,0.00
